
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

139, 3, 0.4500, 147.0000,  8, 0.5249,  3, 116.6933, 0, 0,  0.033,  0.282,  298.077
140, 2, 0.3000, 192.0000,  1, 0.2042,  7, 207.3600, 1, 0,  0.699,  0.424,  301.016
141, 3, 0.4500, 147.0000,  6, 0.4500, 11, 215.9912, 1, 1,  0.658,  1.021,  303.717
142, 2, 0.3000, 192.0000,  7, 0.3240,  5, 177.7778, 1, 0,  0.165,  0.262,  305.157
143, 1, 0.1500, 251.0000, 11, 0.2204,  2, 184.4925, 0, 0,  0.765,  0.250,  307.196
144, 2, 0.3000, 192.0000, 11, 0.4408,  8, 223.9488, 0, 1,  0.631,  0.235,  309.081
145, 1, 0.1500, 251.0000, 11, 0.2204, 10, 341.4827, 0, 1,  0.642,  0.911,  311.657
146, 2, 0.3000, 192.0000,  1, 0.2042,  4, 164.6091, 1, 0,  0.062,  0.813,  313.559
147, 3, 0.4500, 147.0000,  5, 0.4167,  2, 108.0494, 1, 0,  0.561,  0.747,  315.892
148, 2, 0.3000, 192.0000,  2, 0.2205, 10, 261.2139, 1, 1,  0.474,  0.115,  317.511
149, 2, 0.3000, 192.0000,  9, 0.3779,  4, 164.6091, 0, 1,  0.072,  0.130,  318.729
150, 3, 0.4500, 147.0000,  3, 0.3572,  3, 116.6933, 1, 0,  0.041,  0.045,  319.841
151, 1, 0.1500, 251.0000,  3, 0.1191, 10, 341.4827, 1, 1,  1.237,  0.057,  322.157
152, 2, 0.3000, 192.0000,  8, 0.3499,  5, 177.7778, 0, 0,  1.017,  1.009,  325.204
153, 3, 0.4500, 147.0000,  3, 0.3572,  1, 100.0457, 0, 0,  0.129,  0.582,  326.928
154, 2, 0.3000, 192.0000,  6, 0.3000,  4, 164.6091, 0, 0,  0.149,  0.756,  328.851
155, 2, 0.3000, 192.0000,  8, 0.3499, 11, 282.1110, 1, 1,  0.031,  0.496,  330.392
156, 2, 0.3000, 192.0000,  6, 0.3000,  8, 223.9488, 1, 1,  0.031,  1.648,  333.094
157, 3, 0.4500, 147.0000,  9, 0.5669, 11, 215.9912, 1, 1,  0.530,  0.098,  334.744
158, 3, 0.4500, 147.0000,  6, 0.4500,  2, 108.0494, 0, 0,  0.075,  0.665,  336.511
159, 3, 0.4500, 147.0000,  4, 0.3858,  9, 185.1777, 1, 1,  0.060,  0.086,  337.683
160, 1, 0.1500, 251.0000,  7, 0.1620,  6, 251.0000, 1, 0,  1.194,  0.224,  340.122
161, 1, 0.1500, 251.0000, 10, 0.2041,  6, 251.0000, 1, 0,  0.057,  0.195,  341.393
162, 2, 0.3000, 192.0000,  1, 0.2042,  1, 130.6720, 0, 0,  0.137,  0.143,  342.691
163, 2, 0.3000, 192.0000,  2, 0.2205, 11, 282.1110, 1, 1,  0.084,  0.109,  343.907
164, 1, 0.1500, 251.0000,  7, 0.1620,  1, 170.8264, 0, 0,  0.520,  0.415,  345.862
165, 3, 0.4500, 147.0000,  9, 0.5669,  1, 100.0457, 0, 0,  1.467,  0.279,  348.630
166, 2, 0.3000, 192.0000, 11, 0.4408,  6, 192.0000, 0, 0,  0.100,  0.399,  350.147
167, 3, 0.4500, 147.0000,  4, 0.3858,  6, 147.0000, 1, 1,  0.033,  0.066,  351.263
168, 1, 0.1500, 251.0000,  1, 0.1021,  8, 292.7664, 1, 0,  1.617,  0.217,  354.114
169, 1, 0.1500, 251.0000,  6, 0.1500,  7, 271.0800, 0, 1,  0.216,  0.029,  355.380
170, 2, 0.3000, 192.0000,  9, 0.3779, 10, 261.2139, 0, 1,  0.948,  0.002,  357.350
171, 1, 0.1500, 251.0000,  8, 0.1750, 10, 341.4827, 0, 1,  0.731,  0.882,  359.982
172, 3, 0.4500, 147.0000,  7, 0.4860,  5, 136.1111, 1, 0,  1.299,  0.144,  362.443
173, 1, 0.1500, 251.0000,  2, 0.1103,  3, 199.2519, 1, 0,  1.882,  0.002,  365.348
174, 2, 0.3000, 192.0000,  9, 0.3779,  5, 177.7778, 1, 0,  1.432,  0.313,  368.111
175, 2, 0.3000, 192.0000,  7, 0.3240,  4, 164.6091, 1, 0,  0.071,  0.002,  369.199
176, 1, 0.1500, 251.0000, 10, 0.2041,  7, 271.0800, 1, 0,  0.633,  0.372,  371.219
177, 3, 0.4500, 147.0000, 11, 0.6612, 11, 215.9912, 1, 1,  1.353,  0.137,  373.737
178, 1, 0.1500, 251.0000,  8, 0.1750,  9, 316.1877, 1, 1,  1.633,  0.263,  376.660
179, 3, 0.4500, 147.0000,  3, 0.3572,  2, 108.0494, 0, 0,  0.917,  1.033,  379.635
180, 1, 0.1500, 251.0000, 10, 0.2041,  5, 232.4074, 1, 1,  0.847,  0.349,  381.850
181, 2, 0.3000, 192.0000,  5, 0.2778,  1, 130.6720, 1, 0,  0.627,  0.074,  383.572
182, 1, 0.1500, 251.0000, 11, 0.2204,  7, 271.0800, 0, 1,  0.560,  0.906,  386.057
183, 2, 0.3000, 192.0000,  3, 0.2381,  4, 164.6091, 0, 0,  0.625,  0.590,  388.288
184, 2, 0.3000, 192.0000, 11, 0.4408,  2, 141.1257, 1, 0,  0.089,  0.002,  389.399
185, 1, 0.1500, 251.0000, 11, 0.2204,  1, 170.8264, 0, 0,  1.185,  0.002,  391.599
186, 2, 0.3000, 192.0000,  1, 0.2042,  2, 141.1257, 1, 0,  0.085,  0.220,  392.918
187, 1, 0.1500, 251.0000,  5, 0.1389,  4, 215.1920, 0, 0,  0.753,  2.055,  396.754
188, 2, 0.3000, 192.0000, 11, 0.4408,  7, 207.3600, 0, 1,  1.320,  0.100,  399.198
189, 1, 0.1500, 251.0000,  3, 0.1191,  7, 271.0800, 0, 0,  1.533,  0.956,  402.704
190, 1, 0.1500, 251.0000, 10, 0.2041,  9, 316.1877, 1, 1,  0.128,  0.073,  403.925
191, 3, 0.4500, 147.0000,  1, 0.3063,  1, 100.0457, 1, 0,  1.204,  0.215,  406.364
192, 2, 0.3000, 192.0000,  9, 0.3779,  6, 192.0000, 1, 0,  0.168,  0.142,  407.691
193, 3, 0.4500, 147.0000,  5, 0.4167,  5, 136.1111, 0, 1,  0.040,  0.057,  408.810
194, 1, 0.1500, 251.0000,  8, 0.1750,  5, 232.4074, 0, 1,  1.217,  0.189,  411.237
195, 1, 0.1500, 251.0000,  5, 0.1389,  1, 170.8264, 1, 0,  0.042,  0.001,  412.301
196, 1, 0.1500, 251.0000,  6, 0.1500,  8, 292.7664, 0, 1,  0.074,  0.001,  413.400
197, 3, 0.4500, 147.0000,  8, 0.5249,  6, 147.0000, 1, 0,  1.424,  0.179,  416.028
198, 2, 0.3000, 192.0000,  9, 0.3779,  2, 141.1257, 1, 0,  0.156,  0.764,  417.962
199, 2, 0.3000, 192.0000, 11, 0.4408, 10, 261.2139, 1, 1,  0.070,  0.141,  419.190
200, 3, 0.4500, 147.0000,  6, 0.4500,  9, 185.1777, 0, 1,  0.137,  0.086,  420.436
201, 3, 0.4500, 147.0000,  8, 0.5249,  5, 136.1111, 1, 1,  0.038,  0.053,  421.552
202, 2, 0.3000, 192.0000, 10, 0.4081,  4, 164.6091, 1, 0,  0.122,  0.180,  422.880
203, 1, 0.1500, 251.0000,  5, 0.1389,  8, 292.7664, 1, 1,  1.205,  0.002,  425.100
204, 1, 0.1500, 251.0000, 10, 0.2041, 11, 368.8013, 0, 1,  0.083,  0.001,  426.202
205, 3, 0.4500, 147.0000,  9, 0.5669,  6, 147.0000, 0, 0,  1.183,  0.766,  429.165
206, 1, 0.1500, 251.0000,  1, 0.1021,  4, 215.1920, 1, 0,  1.862,  0.202,  432.250
207, 3, 0.4500, 147.0000,  4, 0.3858,  3, 116.6933, 1, 0,  1.574,  0.158,  435.008
208, 2, 0.3000, 192.0000,  3, 0.2381,  6, 192.0000, 1, 0,  0.227,  0.296,  436.546
209, 2, 0.3000, 192.0000,  4, 0.2572,  7, 207.3600, 0, 1,  0.040,  0.002,  437.601
210, 3, 0.4500, 147.0000,  5, 0.4167,  8, 171.4608, 1, 1,  0.322,  0.002,  438.951
211, 2, 0.3000, 192.0000, 10, 0.4081,  5, 177.7778, 1, 0,  0.122,  0.001,  440.102
212, 3, 0.4500, 147.0000,  9, 0.5669, 10, 199.9919, 0, 1,  0.524,  0.667,  442.316
213, 2, 0.3000, 192.0000,  3, 0.2381,  8, 223.9488, 0, 1,  0.808,  0.418,  444.569
214, 2, 0.3000, 192.0000,  1, 0.2042,  9, 241.8647, 1, 1,  0.158,  0.058,  445.808
215, 2, 0.3000, 192.0000,  9, 0.3779,  1, 130.6720, 1, 0,  0.424,  0.398,  447.647
216, 3, 0.4500, 147.0000, 10, 0.6122,  3, 116.6933, 1, 0,  0.382,  0.549,  449.599
217, 1, 0.1500, 251.0000,  1, 0.1021,  6, 251.0000, 1, 1,  2.381,  0.211,  453.211
218, 1, 0.1500, 251.0000,  4, 0.1286,  2, 184.4925, 0, 0,  0.226,  0.002,  454.451
219, 1, 0.1500, 251.0000,  6, 0.1500, 10, 341.4827, 0, 1,  0.075,  0.101,  455.651
220, 3, 0.4500, 147.0000,  1, 0.3063,  6, 147.0000, 1, 0,  1.175,  0.770,  458.619
221, 2, 0.3000, 192.0000,  8, 0.3499,  1, 130.6720, 1, 0,  0.158,  0.110,  459.910
222, 1, 0.1500, 251.0000,  6, 0.1500,  2, 184.4925, 0, 0,  0.875,  0.051,  461.851
223, 2, 0.3000, 192.0000,  3, 0.2381,  3, 152.4158, 0, 0,  0.626,  0.002,  463.503
224, 3, 0.4500, 147.0000, 11, 0.6612,  8, 171.4608, 1, 1,  0.772,  0.600,  465.904
225, 2, 0.3000, 192.0000,  6, 0.3000,  7, 207.3600, 1, 1,  0.826,  0.861,  468.611
226, 1, 0.1500, 251.0000,  5, 0.1389,  5, 232.4074, 0, 1,  0.767,  0.202,  470.602
227, 2, 0.3000, 192.0000,  9, 0.3779,  7, 207.3600, 1, 1,  0.932,  0.348,  472.898
228, 3, 0.4500, 147.0000, 10, 0.6122,  4, 126.0288, 0, 0,  0.682,  3.897,  478.498
229, 1, 0.1500, 251.0000,  9, 0.1890,  6, 251.0000, 1, 0,  0.824,  7.992,  488.343
230, 3, 0.4500, 147.0000, 10, 0.6122, 10, 199.9919, 1, 1,  1.338,  0.093,  490.794
231, 3, 0.4500, 147.0000,  1, 0.3063,  5, 136.1111, 0, 1,  0.138,  5.134,  497.085
232, 3, 0.4500, 147.0000,  3, 0.3572,  5, 136.1111, 1, 0,  0.101,  1.721,  499.922
233, 1, 0.1500, 251.0000,  1, 0.1021,  9, 316.1877, 1, 1,  1.564,  0.252,  502.753
234, 3, 0.4500, 147.0000,  9, 0.5669,  8, 171.4608, 0, 1,  1.776,  0.249,  505.801
235, 3, 0.4500, 147.0000, 10, 0.6122,  8, 171.4608, 0, 1,  0.029,  4.487,  511.344
236, 1, 0.1500, 251.0000, 10, 0.2041,  3, 199.2519, 0, 0,  1.192,  0.259,  513.810
237, 2, 0.3000, 192.0000,  4, 0.2572,  2, 141.1257, 1, 0,  0.371,  0.308,  515.510
238, 2, 0.3000, 192.0000,  2, 0.2205,  6, 192.0000, 1, 0,  0.070,  0.330,  516.932
239, 2, 0.3000, 192.0000,  5, 0.2778,  3, 152.4158, 0, 0,  0.049,  0.231,  518.237
240, 1, 0.1500, 251.0000,  3, 0.1191,  4, 215.1920, 1, 0,  1.000,  0.002,  520.254
241, 2, 0.3000, 192.0000,  3, 0.2381,  1, 130.6720, 1, 0,  0.734,  0.651,  522.652
242, 1, 0.1500, 251.0000,  8, 0.1750,  4, 215.1920, 0, 0,  0.382,  0.515,  524.567
243, 3, 0.4500, 147.0000,  5, 0.4167, 11, 215.9912, 1, 1,  1.067,  0.371,  527.023
244, 2, 0.3000, 192.0000,  6, 0.3000, 10, 261.2139, 0, 1,  0.168,  0.146,  528.351
245, 1, 0.1500, 251.0000,  7, 0.1620,  4, 215.1920, 0, 0,  0.633,  0.587,  530.588
246, 3, 0.4500, 147.0000,  9, 0.5669,  2, 108.0494, 0, 0,  1.450,  0.002,  533.054
247, 1, 0.1500, 251.0000,  9, 0.1890,  2, 184.4925, 1, 0,  1.583,  0.002,  535.654
248, 1, 0.1500, 251.0000,  2, 0.1103,  1, 170.8264, 0, 0,  0.132,  0.029,  536.834
249, 2, 0.3000, 192.0000,  4, 0.2572,  6, 192.0000, 1, 0,  1.149,  0.160,  539.162
250, 3, 0.4500, 147.0000, 10, 0.6122,  7, 158.7600, 1, 0,  0.867,  0.388,  541.441
251, 2, 0.3000, 192.0000, 10, 0.4081,  9, 241.8647, 1, 1,  0.237,  1.056,  543.758
252, 1, 0.1500, 251.0000,  4, 0.1286,  5, 232.4074, 1, 0,  1.318,  0.204,  546.307
253, 1, 0.1500, 251.0000,  7, 0.1620,  5, 232.4074, 1, 0,  0.066,  1.439,  548.843
254, 2, 0.3000, 192.0000,  1, 0.2042,  5, 177.7778, 0, 1,  0.533,  1.391,  551.793
255, 2, 0.3000, 192.0000,  2, 0.2205,  1, 130.6720, 1, 0,  0.096,  0.192,  553.096
256, 2, 0.3000, 192.0000,  8, 0.3499,  4, 164.6091, 1, 0,  0.183,  0.293,  554.600
257, 1, 0.1500, 251.0000,  6, 0.1500, 11, 368.8013, 1, 1,  0.836,  0.403,  556.858
258, 3, 0.4500, 147.0000,  1, 0.3063,  4, 126.0288, 1, 0,  1.226,  0.820,  559.925
259, 2, 0.3000, 192.0000,  5, 0.2778,  5, 177.7778, 1, 0,  0.156,  0.295,  561.398
260, 3, 0.4500, 147.0000,  1, 0.3063,  8, 171.4608, 1, 1,  0.140,  0.002,  562.556
261, 1, 0.1500, 251.0000, 10, 0.2041,  1, 170.8264, 0, 0,  0.671,  0.149,  564.406
262, 1, 0.1500, 251.0000, 10, 0.2041,  2, 184.4925, 1, 0,  0.121,  0.022,  565.575
263, 3, 0.4500, 147.0000,  2, 0.3308,  9, 185.1777, 0, 1,  0.754,  0.204,  567.557
264, 1, 0.1500, 251.0000,  8, 0.1750,  3, 199.2519, 0, 0,  1.220,  0.002,  569.806
265, 2, 0.3000, 192.0000,  6, 0.3000,  5, 177.7778, 0, 1,  0.633,  1.629,  573.083
266, 2, 0.3000, 192.0000,  2, 0.2205,  8, 223.9488, 1, 0,  0.054,  0.130,  574.284
267, 2, 0.3000, 192.0000,  9, 0.3779, 11, 282.1110, 0, 1,  0.055,  0.065,  575.419
268, 1, 0.1500, 251.0000, 10, 0.2041,  8, 292.7664, 0, 1,  0.670,  0.326,  577.429
269, 3, 0.4500, 147.0000,  3, 0.3572, 11, 215.9912, 0, 1,  1.304,  0.646,  580.400
270, 3, 0.4500, 147.0000,  4, 0.3858,  4, 126.0288, 0, 0,  0.038,  0.030,  581.484
271, 1, 0.1500, 251.0000,  5, 0.1389,  9, 316.1877, 0, 1,  1.204,  0.074,  583.778
272, 3, 0.4500, 147.0000,  1, 0.3063,  9, 185.1777, 1, 1,  1.356,  0.130,  586.284
273, 3, 0.4500, 147.0000,  6, 0.4500,  4, 126.0288, 0, 0,  0.107,  0.142,  587.546
274, 3, 0.4500, 147.0000,  8, 0.5249,  1, 100.0457, 0, 0,  0.036,  0.002,  588.605
275, 3, 0.4500, 147.0000,  7, 0.4860,  2, 108.0494, 0, 0,  0.073,  0.849,  590.553
276, 1, 0.1500, 251.0000,  9, 0.1890, 10, 341.4827, 0, 1,  1.184,  0.002,  592.757
277, 2, 0.3000, 192.0000,  6, 0.3000,  9, 241.8647, 1, 1,  0.632,  0.442,  594.848
278, 1, 0.1500, 251.0000,  4, 0.1286,  4, 215.1920, 0, 0,  0.889,  0.300,  597.055
279, 2, 0.3000, 192.0000,  2, 0.2205,  5, 177.7778, 1, 0,  0.879,  0.031,  598.985
280, 3, 0.4500, 147.0000,  5, 0.4167,  1, 100.0457, 1, 0,  0.446,  0.238,  601.494
281, 1, 0.1500, 251.0000,  2, 0.1103,  6, 251.0000, 1, 0,  1.642,  0.726,  604.881
282, 2, 0.3000, 192.0000,  3, 0.2381,  2, 141.1257, 0, 0,  1.157,  1.437,  608.493
283, 2, 0.3000, 192.0000,  2, 0.2205,  4, 164.6091, 0, 0,  0.042,  1.122,  610.676
284, 1, 0.1500, 251.0000,  1, 0.1021, 11, 368.8013, 1, 1,  1.308,  0.184,  613.189
285, 2, 0.3000, 192.0000,  6, 0.3000,  2, 141.1257, 0, 0,  1.292,  0.215,  615.719
286, 1, 0.1500, 251.0000,  9, 0.1890,  4, 215.1920, 1, 0,  0.716,  0.639,  618.093
287, 2, 0.3000, 192.0000, 10, 0.4081, 11, 282.1110, 1, 1,  0.691,  0.557,  620.361
288, 1, 0.1500, 251.0000,  7, 0.1620, 10, 341.4827, 0, 1,  1.024,  0.430,  622.834
289, 3, 0.4500, 147.0000,  2, 0.3308,  2, 108.0494, 0, 0,  1.197,  0.416,  625.470
290, 2, 0.3000, 192.0000,  5, 0.2778,  4, 164.6091, 1, 0,  0.812,  1.372,  628.677
291, 1, 0.1500, 251.0000,  4, 0.1286, 11, 368.8013, 0, 1,  0.911,  0.869,  631.476
292, 1, 0.1500, 251.0000,  3, 0.1191,  1, 170.8264, 0, 0,  0.061,  0.002,  632.560
293, 3, 0.4500, 147.0000, 11, 0.6612,  7, 158.7600, 0, 0,  2.274,  0.665,  636.521
294, 2, 0.3000, 192.0000,  7, 0.3240,  2, 141.1257, 1, 0,  0.769,  0.253,  638.609
295, 1, 0.1500, 251.0000,  3, 0.1191,  2, 184.4925, 0, 0,  1.024,  0.274,  640.929
296, 1, 0.1500, 251.0000, 11, 0.2204, 11, 368.8013, 1, 1,  0.212,  0.486,  642.644
297, 3, 0.4500, 147.0000,  7, 0.4860,  8, 171.4608, 0, 1,  1.342,  1.155,  646.161
298, 2, 0.3000, 192.0000, 10, 0.4081,  3, 152.4158, 0, 0,  0.133,  0.181,  647.487
299, 3, 0.4500, 147.0000, 11, 0.6612,  2, 108.0494, 0, 0,  0.399,  0.278,  649.184
300, 2, 0.3000, 192.0000,  9, 0.3779,  8, 223.9488, 0, 1,  0.493,  0.255,  650.961
301, 2, 0.3000, 192.0000,  4, 0.2572,  8, 223.9488, 1, 1,  0.029,  0.073,  652.083
302, 2, 0.3000, 192.0000,  7, 0.3240,  1, 130.6720, 0, 0,  0.047,  0.001,  653.157
303, 3, 0.4500, 147.0000,  1, 0.3063,  7, 158.7600, 1, 0,  0.028,  0.886,  655.091
304, 1, 0.1500, 251.0000,  2, 0.1103,  9, 316.1877, 0, 1,  1.680,  0.002,  657.810
305, 2, 0.3000, 192.0000,  8, 0.3499, 10, 261.2139, 1, 1,  1.130,  0.176,  660.132
306, 3, 0.4500, 147.0000, 11, 0.6612, 10, 199.9919, 1, 1,  0.605,  0.002,  661.757
307, 3, 0.4500, 147.0000,  8, 0.5249,  7, 158.7600, 0, 1,  0.228,  0.262,  663.273
308, 1, 0.1500, 251.0000,  6, 0.1500,  4, 215.1920, 0, 1,  1.417,  0.391,  666.096
309, 3, 0.4500, 147.0000,  4, 0.3858,  8, 171.4608, 0, 1,  1.183,  1.219,  669.525
310, 2, 0.3000, 192.0000,  7, 0.3240, 11, 282.1110, 0, 1,  0.117,  0.030,  670.687
311, 3, 0.4500, 147.0000,  6, 0.4500, 10, 199.9919, 1, 1,  0.149,  0.073,  671.930
312, 2, 0.3000, 192.0000,  5, 0.2778,  7, 207.3600, 1, 1,  0.199,  2.797,  675.953
313, 3, 0.4500, 147.0000,  8, 0.5249,  9, 185.1777, 0, 1,  0.381,  1.282,  678.638
314, 2, 0.3000, 192.0000,  1, 0.2042,  8, 223.9488, 0, 1,  0.900,  2.219,  682.775
315, 2, 0.3000, 192.0000, 11, 0.4408,  1, 130.6720, 0, 0,  0.665,  0.152,  684.612
316, 1, 0.1500, 251.0000,  8, 0.1750,  7, 271.0800, 1, 1,  1.172,  0.549,  687.356
317, 3, 0.4500, 147.0000,  2, 0.3308, 11, 215.9912, 1, 1,  1.188,  0.413,  689.970
318, 3, 0.4500, 147.0000,  4, 0.3858,  7, 158.7600, 0, 1,  0.066,  0.180,  691.237
319, 1, 0.1500, 251.0000,  5, 0.1389,  3, 199.2519, 0, 0,  1.201,  0.243,  693.701
320, 3, 0.4500, 147.0000,  6, 0.4500,  3, 116.6933, 0, 0,  1.333,  0.333,  696.392
321, 3, 0.4500, 147.0000, 10, 0.6122,  9, 185.1777, 0, 1,  0.101,  0.002,  697.508
322, 1, 0.1500, 251.0000,  2, 0.1103,  7, 271.0800, 1, 0,  1.735,  0.428,  700.686
323, 2, 0.3000, 192.0000, 11, 0.4408,  5, 177.7778, 0, 0,  1.200,  2.582,  705.489
324, 3, 0.4500, 147.0000,  7, 0.4860,  9, 185.1777, 0, 1,  0.149,  0.188,  706.845
325, 2, 0.3000, 192.0000,  6, 0.3000,  1, 130.6720, 0, 0,  0.291,  0.506,  708.664
326, 1, 0.1500, 251.0000,  9, 0.1890,  1, 170.8264, 0, 0,  0.619,  0.521,  710.829
327, 1, 0.1500, 251.0000, 11, 0.2204,  9, 316.1877, 1, 0,  0.204,  0.456,  712.514
328, 1, 0.1500, 251.0000,  4, 0.1286, 10, 341.4827, 0, 1,  0.221,  0.226,  713.983
329, 2, 0.3000, 192.0000,  9, 0.3779,  9, 241.8647, 1, 1,  0.950,  0.371,  716.328
330, 3, 0.4500, 147.0000,  6, 0.4500,  1, 100.0457, 1, 0,  0.150,  0.435,  717.943
331, 3, 0.4500, 147.0000,  7, 0.4860,  3, 116.6933, 0, 0,  0.048,  0.414,  719.425
332, 1, 0.1500, 251.0000,  7, 0.1620,  2, 184.4925, 0, 0,  1.415,  0.152,  722.011
333, 3, 0.4500, 147.0000,  9, 0.5669,  5, 136.1111, 0, 0,  1.476,  0.785,  725.295
334, 3, 0.4500, 147.0000,  9, 0.5669,  7, 158.7600, 1, 1,  0.044,  0.093,  726.451
335, 2, 0.3000, 192.0000,  9, 0.3779,  3, 152.4158, 0, 0,  0.541,  0.536,  728.544
336, 2, 0.3000, 192.0000,  3, 0.2381, 11, 282.1110, 0, 1,  0.140,  0.448,  730.156
337, 2, 0.3000, 192.0000, 10, 0.4081,  7, 207.3600, 0, 1,  0.283,  0.710,  732.171
338, 1, 0.1500, 251.0000,  8, 0.1750,  8, 292.7664, 1, 1,  1.023,  0.599,  734.808
339, 3, 0.4500, 147.0000,  3, 0.3572, 10, 199.9919, 0, 1,  0.937,  0.180,  736.940
340, 1, 0.1500, 251.0000,  6, 0.1500,  1, 170.8264, 1, 0,  1.205,  0.318,  739.477
341, 2, 0.3000, 192.0000,  8, 0.3499,  8, 223.9488, 1, 1,  0.814,  0.546,  741.854
342, 1, 0.1500, 251.0000,  5, 0.1389, 10, 341.4827, 0, 1,  0.837,  0.179,  743.887
343, 2, 0.3000, 192.0000,  8, 0.3499,  3, 152.4158, 1, 0,  0.856,  0.132,  745.891
344, 2, 0.3000, 192.0000,  4, 0.2572,  9, 241.8647, 1, 1,  0.047,  0.102,  747.060
345, 3, 0.4500, 147.0000,  5, 0.4167,  9, 185.1777, 1, 1,  0.230,  0.002,  748.310
346, 1, 0.1500, 251.0000, 11, 0.2204,  3, 199.2519, 0, 0,  1.078,  0.187,  750.596
347, 3, 0.4500, 147.0000,  8, 0.5249,  8, 171.4608, 0, 1,  1.191,  0.197,  753.005
348, 3, 0.4500, 147.0000, 10, 0.6122,  6, 147.0000, 0, 0,  0.040,  0.171,  754.230
349, 1, 0.1500, 251.0000,  5, 0.1389,  7, 271.0800, 1, 0,  1.707,  0.226,  757.184
350, 1, 0.1500, 251.0000,  1, 0.1021,  5, 232.4074, 0, 1,  0.207,  0.194,  758.603
351, 3, 0.4500, 147.0000,  2, 0.3308,  4, 126.0288, 0, 0,  1.339,  1.776,  762.734
352, 2, 0.3000, 192.0000,  3, 0.2381, 10, 261.2139, 0, 1,  0.158,  0.108,  764.019
353, 3, 0.4500, 147.0000,  4, 0.3858, 11, 215.9912, 1, 1,  0.474,  0.803,  766.311
354, 2, 0.3000, 192.0000, 10, 0.4081,  8, 223.9488, 0, 1,  0.034,  0.167,  767.527
355, 1, 0.1500, 251.0000,  1, 0.1021,  7, 271.0800, 1, 0,  1.316,  1.398,  771.258
356, 2, 0.3000, 192.0000,  5, 0.2778, 10, 261.2139, 0, 1,  1.280,  0.334,  773.895
357, 3, 0.4500, 147.0000,  8, 0.5249,  4, 126.0288, 0, 0,  0.491,  4.017,  779.428
358, 3, 0.4500, 147.0000,  1, 0.3063,  2, 108.0494, 1, 0,  0.109,  1.085,  781.645
359, 2, 0.3000, 192.0000,  3, 0.2381,  7, 207.3600, 1, 0,  0.191,  1.734,  784.598
360, 3, 0.4500, 147.0000,  3, 0.3572,  4, 126.0288, 0, 1,  0.392,  0.519,  786.532

% finish = '05-Apr-2022 10:42:27';
%


%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '06-Apr-2022 10:08:45';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

  1, 2, 0.3000, 192.0000,  2, 0.2205,  2, 141.1257, 0, 0,  0.270,  0.598,    1.897
  2, 3, 0.4500, 147.0000,  8, 0.5249,  3, 116.6933, 0, 1,  0.784,  0.318,    4.015
  3, 3, 0.4500, 147.0000,  9, 0.5669,  4, 126.0288, 0, 1,  0.069,  0.888,    5.984
  4, 1, 0.1500, 251.0000, 10, 0.2041, 10, 341.4827, 1, 1,  1.597,  0.794,    9.390
  5, 2, 0.3000, 192.0000,  1, 0.2042, 11, 282.1110, 0, 1,  0.183,  0.051,   10.650
  6, 2, 0.3000, 192.0000,  8, 0.3499,  5, 177.7778, 1, 0,  0.079,  0.220,   11.967
  7, 1, 0.1500, 251.0000,  4, 0.1286,  3, 199.2519, 1, 0,  1.107,  0.219,   14.315
  8, 3, 0.4500, 147.0000, 11, 0.6612,  5, 136.1111, 1, 0,  2.109,  0.203,   17.652
  9, 1, 0.1500, 251.0000,  8, 0.1750,  6, 251.0000, 0, 1,  1.872,  0.317,   20.863
 10, 3, 0.4500, 147.0000,  1, 0.3063,  2, 108.0494, 1, 0,  0.921,  0.030,   22.826
 11, 1, 0.1500, 251.0000,  4, 0.1286,  7, 271.0800, 0, 1,  1.449,  0.258,   25.554
 12, 1, 0.1500, 251.0000,  1, 0.1021, 10, 341.4827, 1, 1,  0.270,  0.002,   26.848
 13, 2, 0.3000, 192.0000,  2, 0.2205,  1, 130.6720, 1, 0,  0.833,  0.160,   28.859
 14, 1, 0.1500, 251.0000,  1, 0.1021,  9, 316.1877, 1, 1,  0.871,  0.908,   31.657
 15, 3, 0.4500, 147.0000,  2, 0.3308,  5, 136.1111, 1, 0,  1.370,  0.428,   34.476
 16, 2, 0.3000, 192.0000,  3, 0.2381,  3, 152.4158, 0, 0,  0.304,  0.002,   35.799
 17, 2, 0.3000, 192.0000, 11, 0.4408,  6, 192.0000, 1, 0,  0.078,  0.160,   37.058
 18, 1, 0.1500, 251.0000,  2, 0.1103,  1, 170.8264, 0, 0,  1.174,  0.133,   39.380
 19, 1, 0.1500, 251.0000, 11, 0.2204,  5, 232.4074, 0, 1,  0.743,  0.191,   41.339
 20, 2, 0.3000, 192.0000, 11, 0.4408,  7, 207.3600, 0, 1,  0.636,  0.165,   43.166
 21, 3, 0.4500, 147.0000,  3, 0.3572,  2, 108.0494, 0, 0,  0.107,  0.001,   44.300
 22, 2, 0.3000, 192.0000,  4, 0.2572,  1, 130.6720, 0, 0,  0.122,  0.080,   45.529
 23, 2, 0.3000, 192.0000,  5, 0.2778,  2, 141.1257, 1, 0,  0.056,  0.002,   46.601
